Numéro d'Étudiant,code_ue,note
2012000049,S07A067,2
2012000049,S07A068,11
2012000049,S07A069,6
2012000049,S07A070,0
2012000049,S07A071,18
2012000049,S07A072,19
2012000049,S07A073,13
2012000049,S07A074,3
2012000049,S07A075,1
2012000049,S07A076,14
2012000049,S07A077,6
2012000049,S07A078,4
2012000049,S07A079,19
2012000049,S07A080,6
2012000049,S07A081,3
2012000049,S07A082,1
2012000049,S07A083,11
2012000049,S07A084,3
2012000049,S07A085,13
2012000049,S07A086,16
2012000049,S07A087,3
2012000049,S07A088,20
2012000049,S07A089,8
2012000049,S07A090,16
2012000049,S07A091,9
2012000049,S07A092,14
2012000049,S07A093,16
2012000049,S07A094,6
2012000049,S07A095,7
2012000049,S07A096,12
2012000049,S07A097,6
2012000049,S07A098,0
2012000049,S07A099,2
2012000049,S07A100,9
2012000050,S07A001,9
2012000050,S07A002,0
2012000050,S07A003,6
2012000050,S07A004,10
2012000050,S07A005,5
2012000050,S07A006,1
2012000050,S07A007,16
2012000050,S07A008,20
2012000050,S07A009,12
2012000050,S07A010,18
2012000050,S07A011,11
2012000050,S07A012,6
2012000050,S07A013,11
2012000050,S07A014,7
2012000050,S07A015,9
2012000050,S07A016,8
2012000050,S07A017,11
2012000050,S07A018,12
2012000050,S07A019,13
2012000050,S07A020,17
2012000050,S07A021,9
2012000050,S07A022,12
2012000050,S07A023,14
2012000050,S07A024,7
2012000050,S07A025,18
2012000050,S07A026,13
2012000050,S07A027,11
2012000050,S07A028,15
2012000050,S07A029,3
2012000050,S07A030,1
2012000050,S07A031,20
2012000050,S07A032,11
2012000050,S07A033,15
2012000050,S07A034,4
2012000050,S07A035,15
2012000050,S07A036,19
2012000050,S07A037,19
2012000050,S07A038,13
2012000050,S07A039,20
2012000050,S07A040,8
2012000050,S07A041,4
2012000050,S07A042,19
2012000050,S07A043,16
2012000050,S07A044,8
2012000050,S07A045,15
2012000050,S07A046,7
2012000050,S07A047,19
2012000050,S07A048,20
2012000050,S07A049,18
2012000050,S07A050,9
2012000050,S07A051,3
2012000050,S07A052,11
2012000050,S07A053,3
2012000050,S07A054,11
2012000050,S07A055,0
2012000050,S07A056,14
2012000050,S07A057,10
2012000050,S07A058,10
2012000050,S07A059,14
2012000050,S07A060,12
2012000050,S07A061,3
2012000050,S07A062,15
2012000050,S07A063,9
2012000050,S07A064,6
2012000050,S07A065,16
2012000050,S07A066,0
2012000050,S07A067,14
2012000050,S07A068,15
2012000050,S07A069,20
2012000050,S07A070,11
2012000050,S07A071,6
2012000050,S07A072,8
2012000050,S07A073,12
2012000050,S07A074,13
2012000050,S07A075,1
2012000050,S07A076,0
2012000050,S07A077,18
2012000050,S07A078,1
2012000050,S07A079,11
2012000050,S07A080,9
2012000050,S07A081,3
2012000050,S07A082,9
2012000050,S07A083,17
2012000050,S07A084,13
2012000050,S07A085,16
2012000050,S07A086,17
2012000050,S07A087,13
2012000050,S07A088,18
2012000050,S07A089,12
2012000050,S07A090,15
2012000050,S07A091,10
2012000050,S07A092,5
2012000050,S07A093,16
2012000050,S07A094,2
2012000050,S07A095,14
2012000050,S07A096,1
2012000050,S07A097,0
2012000050,S07A098,16
2012000050,S07A099,11
2012000050,S07A100,15
2012000051,S07A001,4
2012000051,S07A002,11
2012000051,S07A003,5
2012000051,S07A004,19
2012000051,S07A005,20
2012000051,S07A006,12
2012000051,S07A007,8
2012000051,S07A008,2
2012000051,S07A009,12
2012000051,S07A010,4
2012000051,S07A011,8
2012000051,S07A012,19
2012000051,S07A013,4
2012000051,S07A014,6
2012000051,S07A015,20
2012000051,S07A016,20
2012000051,S07A017,6
2012000051,S07A018,12
2012000051,S07A019,17
2012000051,S07A020,10
2012000051,S07A021,0
2012000051,S07A022,9
2012000051,S07A023,15
2012000051,S07A024,20
2012000051,S07A025,11
2012000051,S07A026,11
2012000051,S07A027,8
2012000051,S07A028,11
2012000051,S07A029,12
2012000051,S07A030,17
2012000051,S07A031,9
2012000051,S07A032,4
2012000051,S07A033,18
2012000051,S07A034,19
2012000051,S07A035,5
2012000051,S07A036,19
2012000051,S07A037,10
2012000051,S07A038,7
2012000051,S07A039,5
2012000051,S07A040,12
2012000051,S07A041,15
2012000051,S07A042,9
2012000051,S07A043,14
2012000051,S07A044,18
2012000051,S07A045,2
2012000051,S07A046,4
2012000051,S07A047,10
2012000051,S07A048,17
2012000051,S07A049,15
2012000051,S07A050,9
2012000051,S07A051,17
2012000051,S07A052,14
2012000051,S07A053,12
2012000051,S07A054,3
2012000051,S07A055,1
2012000051,S07A056,2
2012000051,S07A057,11
2012000051,S07A058,8
2012000051,S07A059,20
2012000051,S07A060,2
2012000051,S07A061,7
2012000051,S07A062,20
2012000051,S07A063,6
2012000051,S07A064,18
2012000051,S07A065,16
2012000051,S07A066,6
2012000051,S07A067,7
2012000051,S07A068,18
2012000051,S07A069,12
2012000051,S07A070,9
2012000051,S07A071,10
2012000051,S07A072,6
2012000051,S07A073,0
2012000051,S07A074,16
2012000051,S07A075,14
2012000051,S07A076,10
2012000051,S07A077,20
2012000051,S07A078,3
2012000051,S07A079,3
2012000051,S07A080,8
2012000051,S07A081,14
2012000051,S07A082,0
2012000051,S07A083,11
2012000051,S07A084,0
2012000051,S07A085,20
2012000051,S07A086,14
2012000051,S07A087,8
2012000051,S07A088,6
2012000051,S07A089,0
2012000051,S07A090,12
2012000051,S07A091,7
2012000051,S07A092,0
2012000051,S07A093,18
2012000051,S07A094,9
2012000051,S07A095,0
2012000051,S07A096,7
2012000051,S07A097,9
2012000051,S07A098,2
2012000051,S07A099,10
2012000051,S07A100,10
2012000052,S07A001,16
2012000052,S07A002,16
2012000052,S07A003,16
2012000052,S07A004,14
2012000052,S07A005,9
2012000052,S07A006,13
2012000052,S07A007,17
2012000052,S07A008,2
2012000052,S07A009,15
2012000052,S07A010,9
2012000052,S07A011,10
2012000052,S07A012,14
2012000052,S07A013,10
2012000052,S07A014,4
2012000052,S07A015,5
2012000052,S07A016,17
2012000052,S07A017,11
2012000052,S07A018,20
2012000052,S07A019,5
2012000052,S07A020,7
2012000052,S07A021,20
2012000052,S07A022,17
2012000052,S07A023,13
2012000052,S07A024,20
2012000052,S07A025,19
2012000052,S07A026,3
2012000052,S07A027,16
2012000052,S07A028,17
2012000052,S07A029,7
2012000052,S07A030,10
2012000052,S07A031,8
2012000052,S07A032,3
2012000052,S07A033,7
2012000052,S07A034,18
2012000052,S07A035,18
2012000052,S07A036,5
2012000052,S07A037,13
2012000052,S07A038,13
2012000052,S07A039,19
2012000052,S07A040,6
2012000052,S07A041,9
2012000052,S07A042,6
2012000052,S07A043,19
2012000052,S07A044,19
2012000052,S07A045,14
2012000052,S07A046,11
2012000052,S07A047,0
2012000052,S07A048,14
2012000052,S07A049,18
2012000052,S07A050,11
2012000052,S07A051,10
2012000052,S07A052,17
2012000052,S07A053,9
2012000052,S07A054,9
2012000052,S07A055,13
2012000052,S07A056,18
2012000052,S07A057,18
2012000052,S07A058,13
2012000052,S07A059,13
2012000052,S07A060,10
2012000052,S07A061,1
2012000052,S07A062,18
2012000052,S07A063,2
2012000052,S07A064,9
2012000052,S07A065,0
2012000052,S07A066,13
2012000052,S07A067,12
2012000052,S07A068,14
2012000052,S07A069,19
2012000052,S07A070,15
2012000052,S07A071,14
2012000052,S07A072,13
2012000052,S07A073,5
2012000052,S07A074,20
2012000052,S07A075,12
2012000052,S07A076,1
2012000052,S07A077,18
2012000052,S07A078,18
2012000052,S07A079,13
2012000052,S07A080,2
2012000052,S07A081,11
2012000052,S07A082,5
2012000052,S07A083,13
2012000052,S07A084,13
2012000052,S07A085,12
2012000052,S07A086,18
2012000052,S07A087,19
2012000052,S07A088,17
2012000052,S07A089,5
2012000052,S07A090,16
2012000052,S07A091,5
2012000052,S07A092,10
2012000052,S07A093,17
2012000052,S07A094,3
2012000052,S07A095,3
2012000052,S07A096,19
2012000052,S07A097,3
2012000052,S07A098,3
2012000052,S07A099,17
2012000052,S07A100,14
2012000053,S07A001,5
2012000053,S07A002,2
2012000053,S07A003,8
2012000053,S07A004,0
2012000053,S07A005,9
2012000053,S07A006,2
2012000053,S07A007,12
2012000053,S07A008,10
2012000053,S07A009,10
2012000053,S07A010,13
2012000053,S07A011,15
2012000053,S07A012,0
2012000053,S07A013,11
2012000053,S07A014,9
2012000053,S07A015,13
2012000053,S07A016,15
2012000053,S07A017,19
2012000053,S07A018,7
2012000053,S07A019,14
2012000053,S07A020,11
2012000053,S07A021,3
2012000053,S07A022,3
2012000053,S07A023,18
2012000053,S07A024,9
2012000053,S07A025,11
2012000053,S07A026,13
2012000053,S07A027,16
2012000053,S07A028,11
2012000053,S07A029,20
2012000053,S07A030,2
2012000053,S07A031,12
2012000053,S07A032,4
2012000053,S07A033,7
2012000053,S07A034,13
2012000053,S07A035,13
2012000053,S07A036,0
2012000053,S07A037,20
2012000053,S07A038,5
2012000053,S07A039,18
2012000053,S07A040,6
2012000053,S07A041,4
2012000053,S07A042,11
2012000053,S07A043,9
2012000053,S07A044,1
2012000053,S07A045,5
2012000053,S07A046,16
2012000053,S07A047,4
2012000053,S07A048,19
2012000053,S07A049,7
2012000053,S07A050,17
2012000053,S07A051,2
2012000053,S07A052,14
2012000053,S07A053,20
2012000053,S07A054,5
2012000053,S07A055,3
2012000053,S07A056,12
2012000053,S07A057,0
2012000053,S07A058,10
2012000053,S07A059,10
2012000053,S07A060,19
2012000053,S07A061,19
2012000053,S07A062,14
2012000053,S07A063,13
2012000053,S07A064,4
2012000053,S07A065,1
2012000053,S07A066,2
2012000053,S07A067,4
2012000053,S07A068,2
2012000053,S07A069,4
2012000053,S07A070,7
2012000053,S07A071,20
2012000053,S07A072,15
2012000053,S07A073,3
2012000053,S07A074,20
2012000053,S07A075,2
2012000053,S07A076,6
2012000053,S07A077,14
2012000053,S07A078,0
2012000053,S07A079,13
2012000053,S07A080,12
2012000053,S07A081,13
2012000053,S07A082,5
2012000053,S07A083,7
2012000053,S07A084,10
2012000053,S07A085,2
2012000053,S07A086,17
2012000053,S07A087,14
2012000053,S07A088,19
2012000053,S07A089,9
2012000053,S07A090,1
2012000053,S07A091,15
2012000053,S07A092,6
2012000053,S07A093,14
2012000053,S07A094,8
2012000053,S07A095,14
2012000053,S07A096,20
2012000053,S07A097,5
2012000053,S07A098,13
2012000053,S07A099,0
2012000053,S07A100,1
2012000054,S07A001,0
2012000054,S07A002,10
2012000054,S07A003,13
2012000054,S07A004,9
2012000054,S07A005,7
2012000054,S07A006,6
2012000054,S07A007,0
2012000054,S07A008,14
2012000054,S07A009,6
2012000054,S07A010,8
2012000054,S07A011,7
2012000054,S07A012,14
2012000054,S07A013,19
2012000054,S07A014,4
2012000054,S07A015,13
2012000054,S07A016,5
2012000054,S07A017,17
2012000054,S07A018,17
2012000054,S07A019,0
2012000054,S07A020,9
2012000054,S07A021,18
2012000054,S07A022,10
2012000054,S07A023,13
2012000054,S07A024,17
2012000054,S07A025,9
2012000054,S07A026,11
2012000054,S07A027,15
2012000054,S07A028,3
2012000054,S07A029,1
2012000054,S07A030,18
2012000054,S07A031,5
2012000054,S07A032,15
2012000054,S07A033,11
2012000054,S07A034,5
2012000054,S07A035,7
2012000054,S07A036,1
2012000054,S07A037,20
2012000054,S07A038,12
2012000054,S07A039,16
2012000054,S07A040,1
2012000054,S07A041,13
2012000054,S07A042,19
2012000054,S07A043,6
2012000054,S07A044,2
2012000054,S07A045,20
2012000054,S07A046,3
2012000054,S07A047,19
2012000054,S07A048,18
2012000054,S07A049,12
2012000054,S07A050,17
2012000054,S07A051,14
2012000054,S07A052,1
2012000054,S07A053,14
2012000054,S07A054,1
2012000054,S07A055,9
2012000054,S07A056,4
2012000054,S07A057,5
2012000054,S07A058,2
2012000054,S07A059,11
2012000054,S07A060,1
2012000054,S07A061,1
2012000054,S07A062,20
2012000054,S07A063,11
2012000054,S07A064,0
2012000054,S07A065,19
2012000054,S07A066,9
2012000054,S07A067,11
2012000054,S07A068,3
2012000054,S07A069,7
2012000054,S07A070,11
2012000054,S07A071,14
2012000054,S07A072,10
2012000054,S07A073,10
2012000054,S07A074,19
2012000054,S07A075,3
2012000054,S07A076,1
2012000054,S07A077,10
2012000054,S07A078,13
2012000054,S07A079,12
2012000054,S07A080,17
2012000054,S07A081,14
2012000054,S07A082,13
2012000054,S07A083,5
2012000054,S07A084,14
2012000054,S07A085,0
2012000054,S07A086,11
2012000054,S07A087,10
2012000054,S07A088,18
2012000054,S07A089,1
2012000054,S07A090,11
2012000054,S07A091,12
2012000054,S07A092,3
2012000054,S07A093,20
2012000054,S07A094,9
2012000054,S07A095,16
2012000054,S07A096,18
2012000054,S07A097,20
2012000054,S07A098,1
2012000054,S07A099,11
2012000054,S07A100,12
2012000055,S07A001,6
2012000055,S07A002,2
2012000055,S07A003,15
2012000055,S07A004,4
2012000055,S07A005,16
2012000055,S07A006,8
2012000055,S07A007,6
2012000055,S07A008,17
2012000055,S07A009,2
2012000055,S07A010,4
2012000055,S07A011,4
2012000055,S07A012,0
2012000055,S07A013,16
2012000055,S07A014,14
2012000055,S07A015,4
2012000055,S07A016,3
2012000055,S07A017,13
2012000055,S07A018,12
2012000055,S07A019,15
2012000055,S07A020,17
2012000055,S07A021,12
2012000055,S07A022,15
2012000055,S07A023,14
2012000055,S07A024,10
2012000055,S07A025,17
2012000055,S07A026,5
2012000055,S07A027,0
2012000055,S07A028,9
2012000055,S07A029,13
2012000055,S07A030,16
2012000055,S07A031,16
2012000055,S07A032,10
2012000055,S07A033,1
2012000055,S07A034,18
2012000055,S07A035,2
2012000055,S07A036,16
2012000055,S07A037,3
2012000055,S07A038,1
2012000055,S07A039,15
2012000055,S07A040,7
2012000055,S07A041,1
2012000055,S07A042,14
2012000055,S07A043,7
2012000055,S07A044,0
2012000055,S07A045,16
2012000055,S07A046,12
2012000055,S07A047,20
2012000055,S07A048,5
2012000055,S07A049,7
2012000055,S07A050,8
2012000055,S07A051,1
2012000055,S07A052,2
2012000055,S07A053,1
2012000055,S07A054,0
2012000055,S07A055,6
2012000055,S07A056,16
2012000055,S07A057,9
2012000055,S07A058,9
2012000055,S07A059,6
2012000055,S07A060,15
2012000055,S07A061,10
2012000055,S07A062,7
2012000055,S07A063,10
2012000055,S07A064,17
2012000055,S07A065,10
2012000055,S07A066,5
2012000055,S07A067,16
2012000055,S07A068,20
2012000055,S07A069,0
2012000055,S07A070,18
2012000055,S07A071,16
2012000055,S07A072,18
2012000055,S07A073,5
2012000055,S07A074,3
2012000055,S07A075,9
2012000055,S07A076,20
2012000055,S07A077,3
2012000055,S07A078,19
2012000055,S07A079,19
2012000055,S07A080,9
2012000055,S07A081,19
2012000055,S07A082,7
2012000055,S07A083,5
2012000055,S07A084,4
2012000055,S07A085,18
2012000055,S07A086,19
2012000055,S07A087,0
2012000055,S07A088,8
2012000055,S07A089,4
2012000055,S07A090,7
2012000055,S07A091,16
2012000055,S07A092,15
2012000055,S07A093,1
2012000055,S07A094,2
2012000055,S07A095,2
2012000055,S07A096,12
2012000055,S07A097,6
2012000055,S07A098,7
2012000055,S07A099,12
2012000055,S07A100,10
2012000056,S07A001,11
2012000056,S07A002,7
2012000056,S07A003,15
2012000056,S07A004,4
2012000056,S07A005,17
2012000056,S07A006,19
2012000056,S07A007,7
2012000056,S07A008,14
2012000056,S07A009,3
2012000056,S07A010,5
2012000056,S07A011,11
2012000056,S07A012,14
2012000056,S07A013,10
2012000056,S07A014,20
2012000056,S07A015,6
2012000056,S07A016,2
2012000056,S07A017,15
2012000056,S07A018,14
2012000056,S07A019,8
2012000056,S07A020,7
2012000056,S07A021,17
2012000056,S07A022,16
2012000056,S07A023,5
2012000056,S07A024,9
2012000056,S07A025,20
2012000056,S07A026,19
2012000056,S07A027,3
2012000056,S07A028,18
2012000056,S07A029,4
2012000056,S07A030,19
2012000056,S07A031,18
2012000056,S07A032,6
2012000056,S07A033,14
2012000056,S07A034,0
2012000056,S07A035,13
2012000056,S07A036,10
2012000056,S07A037,0
2012000056,S07A038,5
2012000056,S07A039,18
2012000056,S07A040,8
2012000056,S07A041,14
2012000056,S07A042,11
2012000056,S07A043,15
2012000056,S07A044,9
2012000056,S07A045,17
2012000056,S07A046,14
2012000056,S07A047,11
2012000056,S07A048,12
2012000056,S07A049,16
2012000056,S07A050,13
2012000056,S07A051,13
2012000056,S07A052,20
2012000056,S07A053,20
2012000056,S07A054,17
2012000056,S07A055,20
2012000056,S07A056,3
2012000056,S07A057,5
2012000056,S07A058,11
2012000056,S07A059,19
2012000056,S07A060,1
2012000056,S07A061,9
2012000056,S07A062,1
2012000056,S07A063,19
2012000056,S07A064,7
2012000056,S07A065,17
2012000056,S07A066,8
2012000056,S07A067,20
2012000056,S07A068,16
2012000056,S07A069,13
2012000056,S07A070,2
2012000056,S07A071,5
2012000056,S07A072,16
2012000056,S07A073,4
2012000056,S07A074,17
2012000056,S07A075,19
2012000056,S07A076,2
2012000056,S07A077,20
2012000056,S07A078,10
2012000056,S07A079,10
2012000056,S07A080,2
2012000056,S07A081,17
2012000056,S07A082,10
2012000056,S07A083,2
2012000056,S07A084,11
2012000056,S07A085,10
2012000056,S07A086,10
2012000056,S07A087,13
2012000056,S07A088,16
2012000056,S07A089,18
2012000056,S07A090,19
2012000056,S07A091,9
2012000056,S07A092,14
2012000056,S07A093,7
2012000056,S07A094,9
2012000056,S07A095,19
2012000056,S07A096,2
2012000056,S07A097,7
2012000056,S07A098,5
2012000056,S07A099,10
2012000056,S07A100,3
2012000057,S07A001,3
2012000057,S07A002,16
2012000057,S07A003,17
2012000057,S07A004,0
2012000057,S07A005,3
2012000057,S07A006,16
2012000057,S07A007,0
2012000057,S07A008,18
2012000057,S07A009,17
2012000057,S07A010,13
2012000057,S07A011,13
2012000057,S07A012,6
2012000057,S07A013,19
2012000057,S07A014,5
2012000057,S07A015,7
2012000057,S07A016,19
2012000057,S07A017,2
2012000057,S07A018,11
2012000057,S07A019,13
2012000057,S07A020,17
2012000057,S07A021,9
2012000057,S07A022,12
2012000057,S07A023,11
2012000057,S07A024,19
2012000057,S07A025,15
2012000057,S07A026,14
2012000057,S07A027,17
2012000057,S07A028,3
2012000057,S07A029,17
2012000057,S07A030,16
2012000057,S07A031,11
2012000057,S07A032,5
2012000057,S07A033,4
2012000057,S07A034,9
2012000057,S07A035,7
2012000057,S07A036,0
2012000057,S07A037,5
2012000057,S07A038,3
2012000057,S07A039,1
2012000057,S07A040,0
2012000057,S07A041,16
2012000057,S07A042,8
2012000057,S07A043,1
2012000057,S07A044,11
2012000057,S07A045,1
2012000057,S07A046,15
2012000057,S07A047,13
2012000057,S07A048,19
2012000057,S07A049,5
2012000057,S07A050,17
2012000057,S07A051,3
2012000057,S07A052,6
2012000057,S07A053,10
2012000057,S07A054,3
2012000057,S07A055,3
2012000057,S07A056,18
2012000057,S07A057,18
2012000057,S07A058,2
2012000057,S07A059,15
2012000057,S07A060,16
2012000057,S07A061,6
2012000057,S07A062,19
2012000057,S07A063,11
2012000057,S07A064,20
2012000057,S07A065,6
2012000057,S07A066,0
2012000057,S07A067,8
2012000057,S07A068,15
2012000057,S07A069,12
2012000057,S07A070,1
2012000057,S07A071,0
2012000057,S07A072,3
2012000057,S07A073,12
2012000057,S07A074,9
2012000057,S07A075,4
2012000057,S07A076,6
2012000057,S07A077,14
2012000057,S07A078,11
2012000057,S07A079,0
2012000057,S07A080,2
2012000057,S07A081,7
2012000057,S07A082,1
2012000057,S07A083,6
2012000057,S07A084,17
2012000057,S07A085,19
2012000057,S07A086,7
2012000057,S07A087,17
2012000057,S07A088,11
2012000057,S07A089,7
2012000057,S07A090,0
2012000057,S07A091,2
2012000057,S07A092,6
2012000057,S07A093,1
2012000057,S07A094,14
2012000057,S07A095,12
2012000057,S07A096,2
2012000057,S07A097,3
2012000057,S07A098,11
2012000057,S07A099,3
2012000057,S07A100,2
2012000058,S07A001,0
2012000058,S07A002,10
2012000058,S07A003,15
2012000058,S07A004,19
2012000058,S07A005,5
2012000058,S07A006,16
2012000058,S07A007,16
2012000058,S07A008,18
2012000058,S07A009,11
2012000058,S07A010,8
2012000058,S07A011,3
2012000058,S07A012,12
2012000058,S07A013,6
2012000058,S07A014,15
2012000058,S07A015,8
2012000058,S07A016,6
2012000058,S07A017,11
2012000058,S07A018,5
2012000058,S07A019,9
2012000058,S07A020,5
2012000058,S07A021,8
2012000058,S07A022,20
2012000058,S07A023,20
2012000058,S07A024,4
2012000058,S07A025,11
2012000058,S07A026,6
2012000058,S07A027,14
2012000058,S07A028,6
2012000058,S07A029,4
2012000058,S07A030,14
2012000058,S07A031,2
2012000058,S07A032,1
2012000058,S07A033,17
2012000058,S07A034,5
2012000058,S07A035,19
2012000058,S07A036,6
2012000058,S07A037,1
2012000058,S07A038,4
2012000058,S07A039,0
2012000058,S07A040,2
2012000058,S07A041,20
2012000058,S07A042,6
2012000058,S07A043,9
2012000058,S07A044,14
2012000058,S07A045,18
2012000058,S07A046,17
2012000058,S07A047,13
2012000058,S07A048,14
2012000058,S07A049,14
2012000058,S07A050,7
2012000058,S07A051,19
2012000058,S07A052,15
2012000058,S07A053,17
2012000058,S07A054,8
2012000058,S07A055,18
2012000058,S07A056,18
2012000058,S07A057,19
2012000058,S07A058,12
2012000058,S07A059,15
2012000058,S07A060,6
2012000058,S07A061,2
2012000058,S07A062,10
2012000058,S07A063,12
2012000058,S07A064,8
2012000058,S07A065,19
2012000058,S07A066,15
2012000058,S07A067,10
2012000058,S07A068,1
2012000058,S07A069,20
2012000058,S07A070,17
2012000058,S07A071,13
2012000058,S07A072,10
2012000058,S07A073,5
2012000058,S07A074,18
2012000058,S07A075,4
2012000058,S07A076,7
2012000058,S07A077,8
2012000058,S07A078,0
2012000058,S07A079,6
2012000058,S07A080,8
2012000058,S07A081,3
2012000058,S07A082,10
2012000058,S07A083,1
2012000058,S07A084,7
2012000058,S07A085,15
2012000058,S07A086,17
2012000058,S07A087,0
2012000058,S07A088,13
2012000058,S07A089,9
2012000058,S07A090,3
2012000058,S07A091,20
2012000058,S07A092,13
2012000058,S07A093,8
2012000058,S07A094,19
2012000058,S07A095,13
2012000058,S07A096,11
2012000058,S07A097,18
2012000058,S07A098,19
2012000058,S07A099,0
2012000058,S07A100,0
2012000059,S07A001,5
2012000059,S07A002,8
2012000059,S07A003,18
2012000059,S07A004,1
2012000059,S07A005,6
2012000059,S07A006,10
2012000059,S07A007,18
2012000059,S07A008,14
2012000059,S07A009,5
2012000059,S07A010,17
2012000059,S07A011,15
2012000059,S07A012,2
2012000059,S07A013,0
2012000059,S07A014,0
2012000059,S07A015,20
2012000059,S07A016,17
2012000059,S07A017,9
2012000059,S07A018,16
2012000059,S07A019,11
2012000059,S07A020,5
2012000059,S07A021,10
2012000059,S07A022,14
2012000059,S07A023,4
2012000059,S07A024,12
2012000059,S07A025,0
2012000059,S07A026,10
2012000059,S07A027,6
2012000059,S07A028,7
2012000059,S07A029,16
2012000059,S07A030,15
2012000059,S07A031,9
2012000059,S07A032,1
2012000059,S07A033,12
2012000059,S07A034,9
2012000059,S07A035,2
2012000059,S07A036,9
2012000059,S07A037,18
2012000059,S07A038,15
2012000059,S07A039,8
2012000059,S07A040,18
2012000059,S07A041,4
2012000059,S07A042,18
2012000059,S07A043,3
2012000059,S07A044,9
2012000059,S07A045,15
2012000059,S07A046,6
2012000059,S07A047,4
2012000059,S07A048,0
2012000059,S07A049,14
2012000059,S07A050,14
2012000059,S07A051,20
2012000059,S07A052,7
2012000059,S07A053,2
2012000059,S07A054,13
2012000059,S07A055,20
2012000059,S07A056,12
2012000059,S07A057,19
2012000059,S07A058,13
2012000059,S07A059,4
2012000059,S07A060,5
2012000059,S07A061,16
2012000059,S07A062,3
2012000059,S07A063,10
2012000059,S07A064,5
2012000059,S07A065,0
2012000059,S07A066,19
2012000059,S07A067,15
2012000059,S07A068,9
2012000059,S07A069,18
2012000059,S07A070,13
2012000059,S07A071,10
2012000059,S07A072,16
2012000059,S07A073,7
2012000059,S07A074,4
2012000059,S07A075,15
2012000059,S07A076,8
2012000059,S07A077,18
2012000059,S07A078,2
2012000059,S07A079,4
2012000059,S07A080,14
2012000059,S07A081,7
2012000059,S07A082,0
2012000059,S07A083,3
2012000059,S07A084,15
2012000059,S07A085,1
2012000059,S07A086,1
2012000059,S07A087,13
2012000059,S07A088,20
2012000059,S07A089,18
2012000059,S07A090,9
2012000059,S07A091,5
2012000059,S07A092,19
2012000059,S07A093,8
2012000059,S07A094,8
2012000059,S07A095,18
2012000059,S07A096,20
2012000059,S07A097,12
2012000059,S07A098,5
2012000059,S07A099,2
2012000059,S07A100,18
2012000060,S07A001,19
2012000060,S07A002,17
2012000060,S07A003,4
2012000060,S07A004,7
2012000060,S07A005,10
2012000060,S07A006,20
2012000060,S07A007,1
2012000060,S07A008,16
2012000060,S07A009,15
2012000060,S07A010,10
2012000060,S07A011,20
2012000060,S07A012,8
2012000060,S07A013,4
2012000060,S07A014,18
2012000060,S07A015,17
2012000060,S07A016,7
2012000060,S07A017,10
2012000060,S07A018,4
2012000060,S07A019,5
2012000060,S07A020,20
2012000060,S07A021,16
2012000060,S07A022,12
2012000060,S07A023,13
2012000060,S07A024,4
2012000060,S07A025,7
2012000060,S07A026,6
2012000060,S07A027,10
2012000060,S07A028,16
2012000060,S07A029,3
2012000060,S07A030,9
2012000060,S07A031,19
2012000060,S07A032,20
2012000060,S07A033,15
2012000060,S07A034,16
2012000060,S07A035,16
2012000060,S07A036,16
2012000060,S07A037,13
2012000060,S07A038,4
2012000060,S07A039,9
2012000060,S07A040,9
2012000060,S07A041,20
2012000060,S07A042,10
2012000060,S07A043,4
2012000060,S07A044,3
2012000060,S07A045,15
2012000060,S07A046,2
2012000060,S07A047,20
2012000060,S07A048,7
2012000060,S07A049,6
2012000060,S07A050,17
2012000060,S07A051,11
2012000060,S07A052,12
2012000060,S07A053,14
2012000060,S07A054,18
2012000060,S07A055,18
2012000060,S07A056,10
2012000060,S07A057,9
2012000060,S07A058,20
2012000060,S07A059,9
2012000060,S07A060,11
2012000060,S07A061,7
2012000060,S07A062,11
2012000060,S07A063,8
2012000060,S07A064,12
2012000060,S07A065,3
2012000060,S07A066,17
2012000060,S07A067,12
2012000060,S07A068,10
2012000060,S07A069,1
2012000060,S07A070,6
2012000060,S07A071,2
2012000060,S07A072,18
2012000060,S07A073,16
2012000060,S07A074,14
2012000060,S07A075,15
2012000060,S07A076,19
2012000060,S07A077,3
2012000060,S07A078,13
2012000060,S07A079,0
2012000060,S07A080,17
2012000060,S07A081,5
2012000060,S07A082,17
2012000060,S07A083,3
2012000060,S07A084,18
2012000060,S07A085,5
2012000060,S07A086,3
2012000060,S07A087,9
2012000060,S07A088,11
2012000060,S07A089,20
2012000060,S07A090,12
2012000060,S07A091,15
2012000060,S07A092,10
2012000060,S07A093,12
2012000060,S07A094,0
2012000060,S07A095,10
2012000060,S07A096,11
2012000060,S07A097,2
2012000060,S07A098,11
2012000060,S07A099,17
2012000060,S07A100,20
2012000061,S07A001,11
2012000061,S07A002,13
2012000061,S07A003,9
2012000061,S07A004,18
2012000061,S07A005,17
2012000061,S07A006,13
2012000061,S07A007,19
2012000061,S07A008,9
2012000061,S07A009,15
2012000061,S07A010,0
2012000061,S07A011,15
2012000061,S07A012,0
2012000061,S07A013,16
2012000061,S07A014,20
2012000061,S07A015,8
2012000061,S07A016,13
2012000061,S07A017,12
2012000061,S07A018,4
2012000061,S07A019,15
2012000061,S07A020,20
2012000061,S07A021,1
2012000061,S07A022,14
2012000061,S07A023,13
2012000061,S07A024,10
2012000061,S07A025,9
2012000061,S07A026,20
2012000061,S07A027,18
2012000061,S07A028,1
2012000061,S07A029,1
2012000061,S07A030,13
2012000061,S07A031,11
